2018-01-19 19:38:18:952	00 00 00 01 00 d3 ba 9d 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:904	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:905	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:907	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:909	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:910	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:912	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:913	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:915	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:916	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:918	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:919	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:28:920	00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:869	00 00 00 01 00 d3 e5 42 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:870	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:871	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:873	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:875	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:876	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:878	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:879	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:881	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:882	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:884	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:885	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:38:29:886	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:485	00 00 00 01 00 e0 a5 62 00 00 00 00 00 00 00 
2018-01-19 19:52:25:486	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:488	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:489	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:491	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:492	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:494	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:495	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:497	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:498	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:500	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:501	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:502	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:594	00 00 00 02 00 e0 a5 cf 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:596	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:597	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:599	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:600	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:602	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:603	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:605	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:606	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:608	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:609	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:611	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:612	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:693	00 00 00 03 00 e0 a6 33 00 00 00 00 00 00 00 
2018-01-19 19:52:25:695	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:696	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:698	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:700	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:701	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:703	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:704	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:706	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:707	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:709	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:710	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:711	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:793	00 00 00 04 00 e0 a6 97 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:795	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:796	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:798	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:799	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:801	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:803	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:804	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:806	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:807	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:809	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:810	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:811	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:894	00 00 00 05 00 e0 a6 fb 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:895	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:897	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:898	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:900	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:901	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:903	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:904	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:906	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:907	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:909	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:910	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:911	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:993	00 00 00 06 00 e0 a7 5f 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:995	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:997	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:25:998	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:000	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:001	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:003	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:004	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:006	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:007	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:009	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:010	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:011	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:093	00 00 00 07 00 e0 a7 c3 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:095	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:096	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:098	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:099	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:101	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:103	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:104	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:106	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:107	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:109	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:110	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:111	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:197	00 00 00 08 00 e0 a8 2a 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:198	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:200	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:201	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:203	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:205	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:206	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:208	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:209	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:211	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:212	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:214	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:215	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:296	00 00 00 09 00 e0 a8 8e 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:298	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:300	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:301	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:303	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:304	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:306	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:307	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:309	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:310	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:312	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:313	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:314	00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:396	00 00 00 0a 00 e0 a8 f2 00 00 00 00 00 00 00 
2018-01-19 19:52:26:398	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:399	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:401	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:403	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:404	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:406	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:407	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:409	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:410	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:412	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:413	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:52:26:414	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:573	00 00 00 01 00 e3 68 c2 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:574	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:575	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:577	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:579	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:580	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:582	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:583	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:585	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:586	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:588	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:589	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:590	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:672	00 00 00 02 00 e3 69 26 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:674	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:675	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:677	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:678	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:680	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:682	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:683	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:685	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:686	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:688	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:689	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:690	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:772	00 00 00 03 00 e3 69 8a 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:774	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:775	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:777	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:778	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:780	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:782	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:783	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:785	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:786	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:788	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:789	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:790	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:872	00 00 00 04 00 e3 69 ee 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:874	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:875	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:877	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:878	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:880	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:882	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:883	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:885	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:886	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:888	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:889	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:890	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:972	00 00 00 05 00 e3 6a 52 00 00 00 00 00 00 00 
2018-01-19 19:55:26:974	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:975	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:977	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:979	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:980	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:982	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:983	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:985	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:986	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:988	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:989	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:26:990	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:072	00 00 00 06 00 e3 6a b6 00 00 00 00 00 00 00 
2018-01-19 19:55:27:074	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:075	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:077	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:079	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:080	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:082	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:083	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:085	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:086	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:088	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:089	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:090	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:172	00 00 00 07 00 e3 6b 1a 00 00 00 00 00 00 00 
2018-01-19 19:55:27:174	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:175	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:177	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:178	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:180	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:182	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:183	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:185	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:186	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:188	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:189	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:190	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:272	00 00 00 08 00 e3 6b 7e 00 00 00 00 00 00 00 
2018-01-19 19:55:27:274	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:275	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:277	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:278	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:280	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:282	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:283	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:285	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:286	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:288	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:289	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:290	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:372	00 00 00 09 00 e3 6b e2 00 00 00 00 00 00 00 
2018-01-19 19:55:27:374	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:375	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:377	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:378	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:380	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:382	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:383	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:385	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:386	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:388	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:389	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:390	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:472	00 00 00 0a 00 e3 6c 46 00 00 00 00 00 00 00 
2018-01-19 19:55:27:474	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:475	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:477	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:478	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:480	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:482	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:483	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:485	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:486	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:488	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:489	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:490	00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:572	00 00 00 0b 00 e3 6c aa 00 00 00 00 00 00 00 
2018-01-19 19:55:27:574	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:575	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:577	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:578	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:580	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:582	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:583	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:585	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:586	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 19:55:27:588	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
